WeekStartDate,Volume_Received,SLA_Percent,Quality_Score,Accuracy_Rate,FCR_Rate,Avg_Handle_Time_Seconds,Cost_Per_Contact,Total_Operational_Cost,Refunds_Issued,Vouchers_Issued,Total_Refund_Cost,Total_Voucher_Cost,Refund_Rate,Voucher_Rate,Total_Remediation_Cost,Total_Cost_Including_Remediation,True_Cost_Per_Contact,Refund_Cost_Per_Contact,Voucher_Cost_Per_Contact
2024-02-05,3975,80.26666666666667,85.83333333333333,90.43333333333334,65.33333333333333,538.6666666666666,29.25666666666667,130216.37000000001,347,751,51603.06,86319.59,0.08729559748427673,0.1889308176100629,137922.65,268139.02,67.4563572327044,12.981901886792452,21.715620125786163
2024-02-12,4477,73.96666666666665,87.76666666666667,90.3,63.833333333333336,521.3333333333334,27.703333333333333,144544.01,374,609,55771.75,66049.6,0.08353808353808354,0.13602859057404512,121821.35,266365.36,59.496394907303994,12.45739334375698,14.753093589457228
2024-02-19,4904,85.3,84.16666666666667,92.36666666666667,66.83333333333333,557.0,31.416666666666668,179824.05,450,689,82145.56,92328.47,0.09176182707993474,0.14049755301794453,174474.03,354298.07999999996,72.24675367047307,16.750725938009786,18.827175774877652
2024-02-26,5059,82.06666666666666,85.93333333333334,88.86666666666667,64.66666666666667,562.0,29.87,173918.63,408,871,71761.81,118863.3,0.08064834947618106,0.1721684127297885,190625.11,364543.74,72.05845819331884,14.18497924491006,23.49541411346116
2024-03-04,4980,77.10000000000001,82.8,89.26666666666667,67.66666666666667,509.3333333333333,31.26,181849.54,407,666,58976.09,81148.86,0.0817269076305221,0.13373493975903614,140124.95,321974.49,64.65351204819277,11.842588353413653,16.294951807228916
2024-03-11,4926,80.66666666666667,84.96666666666667,90.76666666666667,64.96666666666667,531.6666666666666,28.926666666666666,168051.56,470,770,64197.95999999999,89933.09,0.09541209906617945,0.15631343889565572,154131.05,322182.61,65.40450872919205,13.032472594397076,18.25681892001624
2024-03-18,4870,80.26666666666667,84.8,89.8,67.03333333333335,593.0,30.80333333333333,177651.1,419,723,64160.31,87596.19,0.08603696098562628,0.1484599589322382,151756.5,329407.6,67.64016427104723,13.174601642710472,17.986897330595482
2024-03-25,5367,79.23333333333333,84.73333333333333,90.03333333333335,63.76666666666667,532.3333333333334,28.956666666666667,179967.2,432,680,73825.36,64462.28,0.08049189491335942,0.1267002049562139,138287.64,318254.84,59.298460965157446,13.75542388671511,12.01085895286007
2024-04-01,5581,80.26666666666667,84.86666666666667,91.63333333333333,63.599999999999994,557.6666666666666,29.16,183011.31,550,1136,95185.25,122957.2,0.09854864719584304,0.20354775129905034,218142.45,401153.76,71.87847339186526,17.055232037269306,22.03139222361584
2024-04-08,5555,81.13333333333334,89.06666666666666,90.46666666666665,66.7,512.6666666666666,27.75,186968.1,535,1124,78724.9,145901.88999999998,0.0963096309630963,0.20234023402340234,224626.78999999998,411594.89,74.0944896489649,14.17189918991899,26.264966696669664
2024-04-15,5453,77.39999999999999,87.43333333333334,90.53333333333335,69.5,508.0,28.286666666666665,178628.62,541,906,82725.93,110829.04000000001,0.09921144324225196,0.16614707500458464,193554.97,372183.58999999997,68.25299651567944,15.170718870346597,20.32441591784339
2024-04-22,5386,78.03333333333333,83.2,90.63333333333333,65.46666666666667,537.3333333333334,29.28,177574.91,537,896,83717.12000000001,91391.37000000001,0.09970293353137764,0.1663572224285184,175108.49000000002,352683.4,65.48150761232826,15.543468251021167,16.968319717786855
2024-04-29,5846,80.46666666666667,84.89999999999999,90.46666666666665,64.13333333333334,494.3333333333333,29.043333333333333,200227.59000000003,472,903,76515.56999999999,82209.54,0.08073896681491619,0.15446459117345193,158725.11,358952.7,61.401419774204584,13.088534040369483,14.062528224426957
2024-05-06,5610,80.89999999999999,85.36666666666667,89.83333333333333,67.10000000000001,512.6666666666666,28.330000000000002,178896.65,552,1167,90698.07999999999,136811.32,0.09839572192513368,0.20802139037433154,227509.4,406406.05,72.44314616755793,16.167215686274506,24.387044563279858
2024-05-13,5636,80.46666666666667,84.46666666666667,91.10000000000001,64.43333333333334,534.0,28.896666666666665,194213.28,532,1132,67193.23999999999,128803.57,0.09439318665720368,0.20085166784953867,195996.81,390210.08999999997,69.23528921220723,11.922150461320083,22.85372072391767
2024-05-20,5321,78.53333333333333,84.76666666666667,87.60000000000001,68.3,558.6666666666666,30.413333333333338,190968.97999999998,484,960,68376.45,113984.79,0.09096034579966172,0.18041721480924638,182361.24,373330.22,70.16166510054501,12.850300695358015,21.421685773350873
2024-05-27,5799,80.2,86.26666666666667,91.16666666666667,67.83333333333333,544.3333333333334,28.163333333333338,193510.93000000002,494,825,82633.49,83952.21,0.08518710122434903,0.14226590791515778,166585.7,360096.63,62.09633212622866,14.249610277634076,14.477015002586654
2024-06-03,5782,81.93333333333334,86.73333333333333,88.5,65.53333333333335,563.0,27.21666666666667,183136.84,537,872,83621.36000000002,117483.27,0.09287443791075753,0.15081286751988932,201104.63,384241.47,66.45476824628156,14.462359045313043,20.318794534763057
2024-06-10,5214,80.13333333333334,86.96666666666665,89.86666666666667,67.06666666666666,529.6666666666666,29.126666666666665,179106.81,505,869,96389.24,104693.68,0.09685462217107786,0.16666666666666666,201082.91999999998,380189.73,72.91709436133486,18.48662063674722,20.07934023782125
2024-06-17,5458,78.3,86.06666666666666,88.26666666666667,65.10000000000001,534.3333333333334,27.790000000000003,183500.08,512,1019,90279.55,139838.29,0.09380725540491022,0.18669842433125686,230117.84000000003,413617.92000000004,75.78195676071822,16.540775009160864,25.620793330890436
2024-06-24,4993,80.2,84.96666666666667,89.3,65.86666666666667,538.3333333333334,28.403333333333336,171986.04,488,847,85464.27,91340.48999999999,0.09773683156418987,0.1696374924894853,176804.76,348790.80000000005,69.85595834167836,17.116817544562387,18.293709192870015
2024-07-01,4684,78.10000000000001,84.66666666666667,89.36666666666667,66.3,532.3333333333334,27.569999999999997,153364.11000000002,386,720,54712.89,81458.89,0.08240819812126388,0.1537147736976943,136171.78,289535.89,61.813810845431256,11.6808048676345,17.390881725021348
2024-07-08,4883,79.93333333333334,87.06666666666666,89.53333333333335,67.5,481.3333333333333,26.61666666666667,151708.29,468,790,84100.28,98175.03,0.09584271963956584,0.16178578742576286,182275.31,333983.6,68.39721482695064,17.22307597788245,20.105474093794797
2024-07-15,4890,79.5,90.06666666666666,91.39999999999999,65.89999999999999,518.6666666666666,27.756666666666664,162468.97,455,771,70920.21,70122.48,0.09304703476482618,0.15766871165644172,141042.69,303511.66000000003,62.06782413087935,14.503110429447855,14.339975460122698
2024-07-22,4550,81.16666666666667,85.93333333333334,90.73333333333333,65.89999999999999,493.6666666666667,28.7,152864.27000000002,441,878,63531.33,103410.81,0.09692307692307692,0.19296703296703296,166942.14,319806.41000000003,70.28712307692308,13.96292967032967,22.727650549450548
2024-07-29,4155,79.2,87.73333333333333,89.83333333333333,69.66666666666667,525.0,27.616666666666664,134671.93,374,785,48559.86,93415.09,0.09001203369434416,0.18892900120336945,141974.95,276646.88,66.58167990373045,11.68709025270758,22.482572803850783
2024-08-05,3733,81.53333333333333,84.8,89.03333333333335,67.33333333333333,526.3333333333334,29.26,127592.26,368,651,54840.93,53893.97,0.0985802303777123,0.17439057058665952,108734.9,236327.15999999997,63.30757031877845,14.690846504152157,14.437173854808465
2024-08-12,4152,83.63333333333333,84.36666666666666,87.96666666666665,66.89999999999999,541.3333333333334,30.52333333333333,149440.85,399,677,65648.04000000001,83007.22,0.09609826589595376,0.1630539499036609,148655.26,298096.11,71.79578757225433,15.811184971098267,19.99210500963391
2024-08-19,3349,82.8,83.39999999999999,90.46666666666665,65.93333333333334,557.0,25.353333333333335,98265.45999999999,292,596,50554.44,75942.32,0.08719020603165124,0.17796357121528814,126496.76000000001,224762.22,67.11323380113467,15.09538369662586,22.676118244252017
2024-08-26,3252,81.26666666666667,83.63333333333333,88.96666666666665,64.06666666666666,536.3333333333334,28.896666666666665,113204.0,285,429,54626.73,51992.2,0.08763837638376384,0.13191881918819187,106618.93,219822.93,67.59622693726936,16.79788745387454,15.987761377613776
2024-09-02,3081,78.63333333333333,85.36666666666667,88.43333333333334,67.86666666666666,489.6666666666667,26.439999999999998,97794.72,295,605,39847.159999999996,57981.69,0.09574813372281726,0.19636481661798116,97828.85,195623.57,63.49353132099968,12.93319052255761,18.819113924050633
2024-09-09,2967,78.33333333333333,89.26666666666667,92.10000000000001,66.60000000000001,485.0,26.840000000000003,97130.54,242,481,40830.77,65198.22,0.08156386922817661,0.16211661611054937,106028.98999999999,203159.52999999997,68.47304684866867,13.761634647792382,21.974459049544997
2024-09-16,3329,76.56666666666666,84.33333333333333,87.7,66.73333333333333,526.6666666666666,28.183333333333337,111857.22,291,453,39910.090000000004,48874.76,0.08741363772904777,0.13607689996996095,88784.85,200642.07,60.27097326524482,11.988612195854612,14.681513968158606
2024-09-23,2704,83.26666666666667,85.39999999999999,90.16666666666667,66.26666666666667,545.0,28.929999999999996,92462.67,256,488,37541.520000000004,68420.32,0.09467455621301775,0.1804733727810651,105961.84000000001,198424.51,73.38184541420118,13.883698224852072,25.303372781065093
2024-09-30,2853,77.86666666666666,87.03333333333335,89.83333333333333,65.76666666666667,523.6666666666666,26.91,93105.51000000001,232,437,39200.82000000001,53156.96,0.08131791097090782,0.1531720995443393,92357.78,185463.29,65.00641079565371,13.740210304942169,18.631952330879777
2024-10-07,3180,78.03333333333335,87.06666666666666,91.63333333333333,65.33333333333333,535.3333333333334,28.333333333333332,109970.48,283,547,45483.0,66184.14,0.0889937106918239,0.1720125786163522,111667.14,221637.62,69.6973647798742,14.302830188679245,20.812622641509435
2024-10-14,2800,81.03333333333333,86.7,89.06666666666666,64.26666666666667,501.6666666666667,26.846666666666668,87476.2,262,422,43524.53,48258.66,0.09357142857142857,0.15071428571428572,91783.19,179259.39,64.02121071428571,15.544475,17.235235714285714
2024-10-21,2637,80.36666666666667,87.89999999999999,88.43333333333334,71.7,496.0,27.409999999999997,83074.76999999999,263,422,47640.97,57618.83,0.09973454683352294,0.16003033750474024,105259.8,188334.57,71.42001137656428,18.066351915054987,21.850144103147517
2024-10-28,2445,82.2,83.76666666666667,92.76666666666667,62.9,503.0,29.166666666666668,83146.24,244,460,40460.21,44670.43,0.09979550102249489,0.18813905930470348,85130.64,168276.88,68.82489979550103,16.548143149284254,18.270114519427402
2024-11-04,3038,80.33333333333333,83.60000000000001,91.46666666666665,65.60000000000001,509.0,28.236666666666668,100288.09,249,490,40409.64,51625.48,0.08196181698485847,0.16129032258064516,92035.12,192323.21,63.30586240947992,13.301395655036208,16.993245556287032
2024-11-11,2518,80.16666666666667,86.73333333333333,91.0,70.89999999999999,508.6666666666667,27.49,83269.28,236,389,35763.259999999995,46737.8,0.0937251787132645,0.1544876886417792,82501.06,165770.34,65.83413026211278,14.203042096902301,18.561477362986498
2024-11-18,2766,79.63333333333333,88.43333333333334,90.83333333333333,70.46666666666667,538.0,26.709999999999997,86055.74,268,580,38292.020000000004,68780.45,0.09689081706435286,0.2096890817064353,107072.47,193128.21000000002,69.82220173535792,13.843825018076647,24.866395516992046
2024-11-25,3187,82.76666666666667,84.5,89.73333333333333,69.36666666666667,499.6666666666667,26.893333333333334,99298.57,263,422,36856.09,40715.71,0.08252274866645748,0.13241292751804204,77571.79999999999,176870.37,55.49744901160966,11.564508942579227,12.775560087856919
2024-12-02,2757,85.16666666666667,88.2,89.33333333333333,67.60000000000001,496.3333333333333,27.929999999999996,87710.4,351,556,84505.76999999999,46598.240000000005,0.12731229597388466,0.20166848023213638,131104.01,218814.41,79.36685165034459,30.65134929270946,16.90179180268408
2024-12-09,3415,81.13333333333333,84.8,91.86666666666667,70.13333333333334,528.3333333333334,27.209999999999997,105181.03,508,1028,119918.7,121969.34,0.14875549048316253,0.30102489019033674,241888.03999999998,347069.06999999995,101.6307672035139,35.11528550512445,35.71576573938506
2024-12-16,3489,84.83333333333333,85.2,92.0,66.23333333333333,529.0,25.50333333333333,107658.86,521,820,109894.58,80553.01999999999,0.14932645457151048,0.235024362281456,190447.59999999998,298106.45999999996,85.4418056749785,31.4974433935225,23.087709945543132
2024-12-23,3062,79.83333333333333,87.36666666666667,90.43333333333334,65.03333333333333,493.6666666666667,26.52,97506.22,496,917,103689.47,124142.44,0.1619856303069889,0.2994774657086871,227831.91,325338.13,106.2502057478772,33.86331482691052,40.54292619203135
2024-12-30,3321,83.39999999999999,85.2,91.2,65.7,483.6666666666667,26.776666666666667,106713.83,479,752,101063.32999999999,76737.55,0.14423366455886782,0.2264378199337549,177800.88,284514.71,85.67139716952725,30.431595904847935,23.106760012044568
2025-01-06,3838,79.66666666666667,86.93333333333334,89.53333333333335,66.36666666666666,506.0,24.513333333333335,117363.92,603,1269,146589.86000000002,152575.47,0.15711307972902552,0.3306409588327254,299165.33,416529.25,108.52768368942158,38.194335591453886,39.75390046899427
2025-01-13,3624,82.43333333333334,87.46666666666665,89.7,67.83333333333333,541.3333333333334,26.786666666666665,118638.73999999999,512,809,119316.26,86515.32,0.141280353200883,0.22323399558498896,205831.58000000002,324470.32,89.5337527593819,32.923912803532005,23.872880794701988
2025-01-20,4162,78.66666666666667,87.56666666666666,91.33333333333333,69.46666666666667,511.3333333333333,26.026666666666667,131113.62,630,1245,146813.46,145260.02000000002,0.1513695338779433,0.2991350312349832,292073.48,423187.1,101.67878423834695,35.27473810667948,34.90149447381067
2025-01-27,4321,80.66666666666667,88.66666666666667,89.0,64.53333333333333,506.3333333333333,27.093333333333334,137336.80000000002,604,1148,132872.24,114360.01999999999,0.1397824577644064,0.2656792409164545,247232.25999999998,384569.06,89.0000138856746,30.750344827586204,26.466100439713028
2025-02-03,4632,80.8,89.46666666666665,93.63333333333333,66.89999999999999,481.3333333333333,25.526666666666667,139964.16999999998,446,806,70720.21,83502.05,0.096286701208981,0.174006908462867,154222.26,294186.43,63.51175086355786,15.267748272884285,18.02721286701209
2025-02-10,4761,79.46666666666665,86.0,88.56666666666666,63.13333333333333,496.6666666666667,25.266666666666666,142071.19,470,911,81293.29,86743.83,0.09871875656374711,0.19134635580760345,168037.12,310108.31,65.13512077294686,17.074835118672546,18.219666036546943
2025-02-17,4698,84.73333333333333,86.43333333333334,90.23333333333333,67.43333333333334,489.3333333333333,26.060000000000002,151282.62,429,872,78636.22,92360.27,0.0913154533844189,0.1856108982545764,170996.49,322279.11,68.59921455938697,16.738233290762025,19.659487015751385
2025-02-24,5401,83.06666666666666,84.03333333333333,89.7,66.93333333333334,490.3333333333333,25.929999999999996,165346.1,501,994,89395.92,123504.09,0.09276059988890946,0.18403999259396409,212900.01,378246.11,70.03260692464359,16.55173486391409,22.866893167931863
2025-03-03,4919,83.10000000000001,86.76666666666667,90.53333333333335,70.36666666666666,504.0,25.210000000000004,148619.28,453,685,80728.5,88011.7,0.09209188859524294,0.139255946330555,168740.2,317359.48,64.51707257572677,16.41156739174629,17.892193535271396
2025-03-10,5333,85.73333333333333,86.60000000000001,90.03333333333335,66.60000000000001,448.6666666666667,26.08,168599.2,525,953,84927.73,111484.04000000001,0.09844365272829551,0.17869866866679168,196411.77000000002,365010.97000000003,68.44383461466342,15.924944684042751,20.904564035252204
2025-03-17,5249,79.10000000000001,87.26666666666667,90.23333333333333,70.43333333333334,504.3333333333333,26.456666666666667,175219.08000000002,420,728,57432.27,84804.67,0.08001524099828539,0.13869308439702802,142236.94,317456.02,60.479333206325016,10.941564107449038,16.156347875785865
2025-03-24,5623,83.60000000000001,82.96666666666667,91.26666666666667,66.83333333333333,533.3333333333334,26.896666666666665,179054.98,496,1061,83867.89,115063.93,0.08820914102792105,0.18868931175529077,198931.82,377986.80000000005,67.2215543304286,14.915150275653566,20.463085541525874
2025-03-31,5576,83.76666666666667,87.06666666666666,93.5,65.46666666666667,536.6666666666666,26.189999999999998,173047.57,512,792,76459.89,81293.16,0.09182209469153516,0.14203730272596843,157753.05,330800.62,59.32579268292683,13.71231886657102,14.579117647058824
2025-04-07,5476,79.33333333333333,87.2,91.86666666666667,68.89999999999999,471.0,28.146666666666665,176534.31,486,865,88279.3,95608.43,0.0887509130752374,0.15796201607012417,183887.72999999998,360422.04,65.81848794740687,16.121128560993427,17.459537983929874
2025-04-14,5405,81.13333333333333,88.26666666666667,89.0,66.23333333333333,493.6666666666667,24.876666666666665,163267.21,503,764,71931.53,96186.37,0.09306197964847364,0.14135060129509713,168117.9,331385.11,61.310843663274746,13.308331174838113,17.7958131359852
2025-04-21,5651,84.03333333333335,84.39999999999999,92.26666666666667,67.73333333333333,520.3333333333334,26.52,177284.22999999998,548,1140,85231.06,96945.1,0.09697398690497257,0.20173420633516193,182176.16,359460.39,63.610049548752436,15.082473898425057,17.155388426827113
2025-04-28,5591,84.60000000000001,87.2,90.16666666666667,71.46666666666665,523.0,26.64333333333333,181843.97,547,1133,92348.93,140815.78999999998,0.09783580754784475,0.20264711142908245,233164.71999999997,415008.68999999994,74.22798962618494,16.517426220711858,25.186154534072614
2025-05-05,5760,81.10000000000001,87.39999999999999,92.13333333333333,68.23333333333333,487.0,24.86,181900.86,476,1003,80495.95999999999,116563.56,0.08263888888888889,0.17413194444444444,197059.52,378960.38,65.79173263888889,13.974993055555554,20.236729166666667
2025-05-12,5918,76.89999999999999,87.83333333333333,89.60000000000001,67.73333333333333,483.6666666666667,28.13,194369.63,535,866,67635.29000000001,78819.59,0.09040216289286922,0.14633322068266305,146454.88,340824.51,57.59116424467726,11.428741128759718,13.318619466035821
2025-05-19,5481,83.5,87.60000000000001,87.56666666666666,65.16666666666667,530.0,28.080000000000002,182405.8,537,1133,95571.53,104615.67,0.09797482211275314,0.2067141032658274,200187.2,382593.0,69.80350301039957,17.436878306878306,19.08696770662288
2025-05-26,5738,78.89999999999999,85.96666666666665,90.13333333333333,68.63333333333333,488.0,28.24,185642.76,528,882,78848.54,100259.74,0.09201812478215406,0.15371209480655282,179108.28,364751.04000000004,63.56762635064483,13.741467410247472,17.472941791565006
2025-06-02,5248,78.2,88.39999999999999,88.63333333333333,64.93333333333334,516.0,23.613333333333333,155202.32,447,856,73957.94,89177.69,0.08517530487804878,0.16310975609756098,163135.63,318337.95,60.65890815548781,14.092595274390245,16.992700076219514
2025-06-09,5266,81.66666666666667,88.2,88.26666666666667,68.33333333333333,477.3333333333333,26.94333333333333,176232.31,507,1044,75929.75,144766.43,0.09627800987466768,0.1982529434105583,220696.18,396928.49,75.3757102164831,14.418866312191417,27.49077668059248
2025-06-16,4589,79.76666666666667,89.06666666666666,88.53333333333335,68.39999999999999,456.6666666666667,26.400000000000002,141706.51,434,896,80449.87,81148.93000000001,0.09457398125953367,0.19524950969710175,161598.8,303305.31,66.09398779690564,17.531024188276312,17.68335803007191
2025-06-23,5093,79.26666666666667,85.39999999999999,91.23333333333333,69.10000000000001,488.0,24.626666666666665,149584.97,465,995,87690.95,126083.76,0.09130178676614961,0.19536618888670723,213774.71,363359.68,71.34492047908894,17.217936383271155,24.756285097192222
2025-06-30,4794,81.26666666666667,84.46666666666665,91.93333333333334,67.23333333333333,525.6666666666666,24.856666666666666,145194.58,440,730,74982.89,99544.7,0.0917813934084272,0.15227367542761786,174527.59,319722.17,66.69215060492282,15.64098664997914,20.764434710054235
2025-07-07,4257,80.96666666666665,89.06666666666666,92.96666666666665,71.5,505.0,23.473333333333333,125166.34999999999,392,651,77956.89,68445.67000000001,0.0920836269673479,0.1529245947850599,146402.56,271568.91,63.793495419309366,18.31263565891473,16.078381489311724
2025-07-14,4214,81.43333333333334,85.83333333333333,91.56666666666666,71.60000000000001,504.6666666666667,25.126666666666665,126900.74,390,823,65592.53,79269.56,0.09254864736592311,0.1953013763644993,144862.09,271762.83,64.49046748932132,15.565384432842905,18.811001423825342
2025-07-21,4480,79.39999999999999,84.60000000000001,91.0,68.26666666666667,501.3333333333333,26.856666666666666,143837.59,360,788,59932.56,102575.97,0.08035714285714286,0.17589285714285716,162508.53,306346.12,68.38083035714286,13.37780357142857,22.896421875
2025-07-28,3896,79.8,83.73333333333333,90.7,68.36666666666666,488.6666666666667,26.213333333333335,122745.05,324,710,45925.97,64603.01,0.08316221765913757,0.1822381930184805,110528.98000000001,233274.03000000003,59.87526437371664,11.787979979466119,16.58188141683778
2025-08-04,3893,78.26666666666667,88.86666666666667,92.63333333333333,72.39999999999999,480.3333333333333,24.016666666666666,113766.84,681,1463,159199.18,136700.02,0.17492936039044438,0.37580272283585925,295899.19999999995,409666.0399999999,105.23145132288721,40.89370151554071,35.1143128692525
2025-08-11,3611,84.33333333333333,89.7,90.06666666666666,71.56666666666666,513.6666666666666,26.179999999999996,110577.7,520,876,102132.83,106547.51999999999,0.14400443090556633,0.2425920797563002,208680.34999999998,319258.05,88.41264192744391,28.28380780947106,29.506374965383547
2025-08-18,3397,81.66666666666667,88.10000000000001,91.03333333333335,65.73333333333333,474.6666666666667,26.333333333333332,103853.90000000001,464,767,96424.65,102616.8,0.13659110980276715,0.22578745952310864,199041.45,302895.35000000003,89.16554312628791,28.38523697380041,30.208065940535768
2025-08-25,3136,79.73333333333333,84.63333333333334,90.96666666666665,68.13333333333333,511.3333333333333,24.76,90433.95,509,1066,104664.69,141740.07,0.16230867346938777,0.3399234693877551,246404.76,336838.71,107.41030293367348,33.3752200255102,45.197726403061225
2025-09-01,2746,83.06666666666666,90.86666666666667,91.76666666666667,70.96666666666667,506.0,24.8,80015.63,226,392,34070.899999999994,42018.46,0.08230152949745084,0.14275309541150766,76089.35999999999,156104.99,56.84813911143481,12.407465404224324,15.30169701383831
